capa_id,open_date,close_date,days_to_close,product,department,severity,root_cause,regulatory_reference,incident_summary,root_cause_detail,corrective_action,preventive_action,effectiveness_check,effectiveness_rating,recurrence,investigator_name,investigator_role,approver_name,approver_role,ca_completion_date,pa_completion_date,ec_completion_date
CAPA-2021-0481,2021-01-29,2021-06-12,134,Dexamethasone 4mg/mL Injection,Sterile Fill,High,Human Error,EU GMP Annex 1,Incorrect expiry date printed on 6937 units of product for batch C4731A by operator OP-2942. Error discovered during packing QA line check. Correct date: 2025-06.,Operator manually entered expiry date into label printing system. Transposition error made (month and year swapped). No automated cross-check with batch record.,All mislabelled units isolated and relabelled under dual QA supervision. 100% barcode verification performed on relabelled units. Distribution check confirmed no units released.,Expiry date auto-populated from batch record in printing system — manual entry disabled. Barcode scan of printed label vs batch record mandatory before label application begins.,Zero labelling errors for 12 months. Monthly label audit: 100% of batches verified for correct expiry date.,Effective,No,L. Chen,Validation Lead,Dr. A. Gupta,Site Director,2021-02-09,2021-03-31,2021-06-07
CAPA-2018-0482,2018-02-18,2018-07-01,133,Vancomycin 500mg Powder for Infusion,Manufacturing,Medium,Training Gap,ICH Q10,Laboratory analyst OP-9898 performed dissolution testing of batch C1139B without completing analytical method transfer training for this product. Results invalid.,Product transferred from another site — analyst training plan not updated to include new product method training. Training manager not informed of product transfer in time.,Results invalidated. Analyst {op()} trained and assessed on dissolution method. Test repeated by qualified analyst. Batch released after confirmatory results.,Product transfer checklist includes mandatory training plan update as step 1 — no analytical work permitted on transferred product until training plan confirmed current by QA.,Zero unqualified analyst testing events for 12 months. 100% product transfer training plan completion before first batch tested.,Not Effective,No,M. Williams,QA Analyst,Dr. L. Fernandez,QP / Responsible Person,2018-03-10,2018-04-25,2018-06-26
CAPA-2023-0483,2023-01-18,2023-04-14,86,Heparin Sodium 5000IU/mL,Stability,Medium,Human Error,ICH Q1A(R2),Incorrect cleaning agent (Bleach 0.1%) applied to equipment FP-628 by operator OP-8679 after batch D6581A manufacture. Approved agent is Peracetic Acid 0.2%.,Cleaning agents stored side-by-side in unlabelled containers on cleaning trolley. Operator selected wrong bottle. Cleaning agent inventory not controlled at point of use.,Equipment re-cleaned with correct approved agent. Residue swab tested — passed before next manufacturing use. Incorrect agent containers removed from area immediately.,Cleaning agents dispensed from locked cabinet — key released only after correct agent confirmed on cleaning record. Containers colour-coded per equipment type. Cleaning SOP updated with photo guide.,Zero incorrect cleaning agent events for 12 months. Monthly cleaning audit: 100% correct agent usage verified.,Not Effective,Yes,M. Williams,QA Analyst,Dr. S. Mehta,QA Director,2023-02-09,2023-02-15,2023-04-09
CAPA-2022-0484,2022-05-21,2022-10-02,134,Omeprazole 20mg Capsules,Manufacturing,High,Equipment Failure,EU GMP Chapter 5,Coating pan GR-929 experienced nozzle blockage during batch C6567A film coating. Spray rate dropped causing uneven coat weight — 15.5% of tablets outside ±6.4% uniformity limit.,Nozzle orifice blocked by dried coating solution due to extended downtime without flushing.,"Coating halted. Nozzle removed, ultrasonically cleaned, and flow rate verified. Batch quarantined and reworked after QA approval. Equipment FD-406 re-validated before return to service.",Nozzle purge step added to start-up and end-of-run checklist. Nozzle inspection added to weekly PM schedule. Coating solution viscosity specification tightened with incoming test mandatory.,Zero coating OOS events over next 10 batches on this equipment. Nozzle PM compliance ≥ 100% for 3 months.,Partially Effective,No,S. Mehta,QA Director,Dr. S. Mehta,QA Director,2022-06-07,2022-06-25,2022-09-23
CAPA-2018-0485,2018-04-20,2018-06-29,70,Enoxaparin 40mg/0.4mL Injection,Warehouse,High,Equipment Failure,EU GMP Chapter 3,Balance FP-586 failed calibration check before dispensing for batch A6387C. Drift of 0.48g recorded — tolerance ±0.01g. Previous calibration 5 weeks prior — due date missed.,Calibration due date not tracked in equipment management system. Balance due dates maintained manually in a spreadsheet — entry not updated after last calibration.,Balance taken out of service. All quantities dispensed for batch re-weighed on calibrated balance. No weight discrepancies found — batch released.,All balance calibration due dates entered into LIMS with auto-alert 7 days before due. No dispensing activity permitted on balance with overdue calibration.,100% on-time calibration for all balances for 12 months on monthly compliance report.,Effective,No,S. Mehta,QA Director,Dr. S. Mehta,QA Director,2018-04-30,2018-05-17,2018-06-20
CAPA-2022-0486,2022-09-10,2023-01-03,115,Ciprofloxacin 250mg Tablets,QC Laboratory,Low,Human Error,21 CFR Part 211.192,Incorrect cleaning agent (Bleach 0.1%) applied to equipment FD-171 by operator OP-8449 after batch A7039C manufacture. Approved agent is IPA 70%.,Cleaning agents stored side-by-side in unlabelled containers on cleaning trolley. Operator selected wrong bottle. Cleaning agent inventory not controlled at point of use.,Equipment re-cleaned with correct approved agent. Residue swab tested — passed before next manufacturing use. Incorrect agent containers removed from area immediately.,Cleaning agents dispensed from locked cabinet — key released only after correct agent confirmed on cleaning record. Containers colour-coded per equipment type. Cleaning SOP updated with photo guide.,Zero incorrect cleaning agent events for 12 months. Monthly cleaning audit: 100% correct agent usage verified.,Effective,No,S. Mehta,QA Director,Dr. S. Mehta,QA Director,2022-09-30,2022-11-21,2022-12-25
CAPA-2023-0487,2023-08-21,2024-01-09,141,Salbutamol Inhaler 100mcg,Warehouse,Medium,Training Gap,21 CFR Part 211.142,New analyst OP-3128 in QC laboratory performed HPLC analysis of batch B6075B using incorrect integration method — not trained on current version of Atlas software.,Software was upgraded 3 weeks prior to analyst joining. Onboarding training plan used previous software version content — update not identified before analyst commenced work.,All affected results invalidated and repeated by trained analyst. Analyst {op()} provided targeted software training and competency assessment before returning to routine analysis.,Onboarding training plan version-controlled and updated on same day as any system upgrade. New analysts cannot access analytical systems in EBR until training completion confirmed in LIMS.,Zero training-gap-related analytical errors for 12 months. 100% new analyst training plan currency compliance on monthly HR audit.,Effective,No,P. Singh,Production Manager,Dr. L. Fernandez,QP / Responsible Person,2023-09-17,2023-11-04,2024-01-02
CAPA-2019-0488,2019-01-09,2019-06-14,156,Ciprofloxacin 250mg Tablets,Dispensary,Low,Human Error,21 CFR Part 211.101,Wrong batch number entered in electronic batch record for batch D2048B by operator OP-5044. Error discovered during QA batch record review — two batches had same number in system.,Operator manually typed batch number rather than scanning barcode from manufacturing order. Keyboard transposition created duplicate batch number. EBR did not flag the duplicate.,Batch record corrected with full audit trail. Investigation confirmed no product mix-up occurred. System vendor engaged to add duplicate batch number validation.,EBR updated to reject duplicate batch numbers at entry — system alert raised immediately. Batch number entry by keyboard disabled — scan only via barcode reader.,Zero duplicate batch number events in EBR for 12 months.,Partially Effective,No,T. Brown,Regulatory Affairs Lead,Dr. A. Gupta,Site Director,2019-01-23,2019-03-10,2019-06-04
CAPA-2022-0489,2022-05-31,2022-08-23,84,Warfarin 5mg Tablets,Dispensary,Medium,Human Error,21 CFR Part 211.101,Operator OP-7407 initiated aseptic filling of batch B7800A without completing gowning qualification check. Filling proceeded for 2.3 hours before QA supervisor identified incomplete gown verification.,Gowning sign-off log was physically in the change room but operator was not aware that entry to fill suite requires documented sign-off. New operator — training not fully completed.,Filling halted. Batch quarantined and sterility risk-assessed. Operator removed from aseptic operations pending requalification. Gowning sign-off retrospectively reviewed.,Electronic gowning sign-off integrated with fill suite door access system — door does not release unless gowning record complete. New operators may not enter Grade A suite unaccompanied for first 3 months.,Zero unauthorised Grade A entries for 12 months. Gowning compliance 100% on weekly CCTV audit.,Effective,No,S. Mehta,QA Director,Dr. L. Fernandez,QP / Responsible Person,2022-06-27,2022-07-04,2022-08-18
CAPA-2022-0490,2022-08-07,2022-11-01,86,Insulin Injection 100IU/mL,Dispensary,Low,Human Error,EU GMP Chapter 5,Operator OP-2093 initiated aseptic filling of batch B9085B without completing gowning qualification check. Filling proceeded for 7.9 hours before QA supervisor identified incomplete gown verification.,Gowning sign-off log was physically in the change room but operator was not aware that entry to fill suite requires documented sign-off. New operator — training not fully completed.,Filling halted. Batch quarantined and sterility risk-assessed. Operator removed from aseptic operations pending requalification. Gowning sign-off retrospectively reviewed.,Electronic gowning sign-off integrated with fill suite door access system — door does not release unless gowning record complete. New operators may not enter Grade A suite unaccompanied for first 3 months.,Zero unauthorised Grade A entries for 12 months. Gowning compliance 100% on weekly CCTV audit.,Effective,No,R. Sharma,Engineering Lead,Dr. L. Fernandez,QP / Responsible Person,2022-08-26,2022-09-10,2022-10-26
